[10/4/25 08:23PM] Hank used command ::yell yes sir | Player rights = OWNER	
[10/7/25 08:29PM] Hank used command ::item 23420 | Player rights = OWNER	
[10/7/25 08:30PM] Hank used command ::item 23421 | Player rights = OWNER	
[10/7/25 08:30PM] Hank used command ::item 23422 | Player rights = OWNER	
[10/7/25 08:30PM] Hank used command ::item 15872 | Player rights = OWNER	
[10/7/25 08:31PM] Hank used command ::item 15872 | Player rights = OWNER	
[10/7/25 08:31PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:32PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:32PM] Hank used command ::item 15874 | Player rights = OWNER	
[10/7/25 08:32PM] Hank used command ::item 15870 | Player rights = OWNER	
[10/7/25 08:33PM] Hank used command ::teleto you | Player rights = OWNER	
[10/7/25 08:34PM] Hank used command ::naralu | Player rights = OWNER	
[10/7/25 08:35PM] Hank used command ::dk | Player rights = OWNER	
[10/7/25 08:37PM] Hank used command ::find cape | Player rights = OWNER	
[10/7/25 08:38PM] Hank used command ::item 21045 | Player rights = OWNER	
[10/7/25 08:39PM] Hank used command ::item 21613 | Player rights = OWNER	
[10/7/25 08:40PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:42PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:42PM] Hank used command ::find aura | Player rights = OWNER	
[10/7/25 08:42PM] Hank used command ::item 23357 1 | Player rights = OWNER	
[10/7/25 08:42PM] Hank used command ::item 23271 1 | Player rights = OWNER	
[10/7/25 08:43PM] Hank used command ::item 22380 1 | Player rights = OWNER	
[10/7/25 08:43PM] Hank used command ::item 15450 | Player rights = OWNER	
[10/7/25 08:43PM] Hank used command ::item 26 | Player rights = OWNER	
[10/7/25 08:44PM] Hank used command ::find bracelet | Player rights = OWNER	
[10/7/25 08:45PM] Hank used command ::item 23292 | Player rights = OWNER	
[10/7/25 08:45PM] Hank used command ::find sword taff | Player rights = OWNER	
[10/7/25 08:45PM] Hank used command ::find sowrd staff | Player rights = OWNER	
[10/7/25 08:45PM] Hank used command ::find sword | Player rights = OWNER	
[10/7/25 08:46PM] Hank used command ::item 23787  | Player rights = OWNER	
[10/7/25 08:46PM] Hank used command ::item 23080 | Player rights = OWNER	
[10/7/25 08:46PM] Hank used command ::item 22071 | Player rights = OWNER	
[10/7/25 08:46PM] Hank used command ::item 22075 | Player rights = OWNER	
[10/7/25 08:47PM] Hank used command ::find battle | Player rights = OWNER	
[10/7/25 08:47PM] Hank used command ::find mask | Player rights = OWNER	
[10/7/25 08:48PM] Hank used command ::item 23440 | Player rights = OWNER	
[10/7/25 08:49PM] Hank used command ::teleto doc | Player rights = OWNER	
[10/7/25 08:49PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/7/25 08:49PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:51PM] Hank used command ::teleto dox | Player rights = OWNER	
[10/7/25 08:52PM] Hank used command ::broadcast 100 dont forget to apply for staff on discord | Player rights = OWNER	
[10/7/25 08:53PM] Hank used command ::home | Player rights = OWNER	
[10/7/25 08:53PM] Hank used command ::ownerboss | Player rights = OWNER	
[10/7/25 08:53PM] Hank used command ::ob | Player rights = OWNER	
[10/7/25 08:54PM] Hank used command ::staffzone | Player rights = OWNER	
[10/7/25 08:54PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:56PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:58PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 08:59PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 09:02PM] Hank used command ::spawnslayerchampion | Player rights = OWNER	
[10/7/25 09:02PM] Hank used command ::spawnslayerboss | Player rights = OWNER	
[10/7/25 09:04PM] Hank used command ::spawnslayerboss | Player rights = OWNER	
[10/7/25 09:05PM] Hank used command ::spawnslayerboss | Player rights = OWNER	
[10/7/25 09:06PM] Hank used command ::spawnslayerboss | Player rights = OWNER	
[10/7/25 09:06PM] Hank used command ::find slayer | Player rights = OWNER	
[10/7/25 09:07PM] Hank used command ::item 14817 | Player rights = OWNER	
[10/7/25 09:08PM] Hank used command ::spawnslayerboss | Player rights = OWNER	
[10/7/25 09:10PM] Hank used command ::teletome dox | Player rights = OWNER	
[10/7/25 09:10PM] Hank used command ::teletome evilspot | Player rights = OWNER	
[10/7/25 09:11PM] Hank used command ::spawnzenyteboss | Player rights = OWNER	
[10/7/25 09:11PM] Hank used command ::spwanzenyte | Player rights = OWNER	
[10/7/25 09:11PM] Hank used command ::hm | Player rights = OWNER	
[10/7/25 09:12PM] Hank used command ::spawnzenyteboss | Player rights = OWNER	
[10/7/25 09:12PM] Hank used command ::spwanvoteboss | Player rights = OWNER	
[10/7/25 09:12PM] Hank used command ::vboss | Player rights = OWNER	
[10/7/25 09:13PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 09:13PM] Hank used command ::find membership | Player rights = OWNER	
[10/7/25 09:13PM] Hank used command ::item 23392 10 | Player rights = OWNER	
[10/7/25 09:13PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 09:14PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/7/25 09:15PM] Hank used command ::find chance | Player rights = OWNER	
[10/7/25 09:15PM] Hank used command ::item 22166 | Player rights = OWNER	
[10/7/25 09:17PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 09:26PM] Hank used command ::perk 2kc | Player rights = OWNER	
[10/7/25 09:26PM] Hank used command ::2ckperk | Player rights = OWNER	
[10/7/25 09:26PM] Hank used command ::turnonperks | Player rights = OWNER	
[10/7/25 09:27PM] Hank used command ::activateperks | Player rights = OWNER	
[10/7/25 09:27PM] Hank used command ::activate perks | Player rights = OWNER	
[10/7/25 09:32PM] Hank used command ::bank | Player rights = OWNER	
[10/7/25 09:33PM] Hank used command ::giveall 23277 2 | Player rights = OWNER	
[10/7/25 09:33PM] Hank used command ::yell a gift goodnight | Player rights = OWNER	
[10/8/25 06:44AM] Hank used command ::broadcast 60 goodmorning everyone | Player rights = OWNER	
[10/8/25 07:28AM] Hank used command ::vote | Player rights = OWNER	
[10/8/25 07:29AM] Hank used command ::giveall 23020 2 | Player rights = OWNER	
[10/8/25 07:31AM] Hank used command ::home | Player rights = OWNER	
[10/8/25 07:31AM] Hank used command ::teleto justin | Player rights = OWNER	
[10/8/25 07:32AM] Hank used command ::teleto you | Player rights = OWNER	
[10/8/25 07:32AM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 07:33AM] Hank used command ::giveitem 15872 1 histroy hawk | Player rights = OWNER	
[10/8/25 07:34AM] Hank used command ::giveitem 15872 1 history hawk | Player rights = OWNER	
[10/8/25 07:34AM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 07:37AM] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 08:30AM] Hank used command ::teleto you | Player rights = OWNER	
[10/8/25 08:39AM] Hank used command ::item 23173 | Player rights = OWNER	
[10/8/25 08:39AM] Hank used command ::item 23145 | Player rights = OWNER	
[10/8/25 08:40AM] Hank used command ::item 23123 | Player rights = OWNER	
[10/8/25 08:45AM] Hank used command ::item 22082 | Player rights = OWNER	
[10/8/25 09:00AM] Hank used command ::remidvote | Player rights = OWNER	
[10/8/25 09:00AM] Hank used command ::remindvote | Player rights = OWNER	
[10/8/25 09:00AM] Hank used command ::reminddonate | Player rights = OWNER	
[10/8/25 09:00AM] Hank used command ::remind help | Player rights = OWNER	
[10/8/25 09:02AM] Hank used command ::x2vote 30 | Player rights = OWNER	
[10/8/25 09:02AM] Hank used command ::yell just trying things | Player rights = OWNER	
[10/8/25 09:04AM] Hank used command ::customevent | Player rights = OWNER	
[10/8/25 09:06AM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 09:07AM] Hank used command ::item 23174 10m | Player rights = OWNER	
[10/8/25 09:08AM] Hank used command ::customevent | Player rights = OWNER	
[10/8/25 09:15AM] Hank used command ::setperk | Player rights = OWNER	
[10/8/25 09:16AM] Hank used command ::setperk 60 | Player rights = OWNER	
[10/8/25 09:17AM] Hank used command ::startbossevent | Player rights = OWNER	
[10/8/25 09:20AM] Hank used command ::setyellhex fff00 | Player rights = OWNER	
[10/8/25 09:20AM] Hank used command ::what boss event should we have todaye | Player rights = OWNER	
[10/8/25 09:20AM] Hank used command ::yell , | Player rights = OWNER	
[10/8/25 09:22AM] Hank used command ::dron | Player rights = OWNER	
[10/8/25 09:22AM] Hank used command ::slayon | Player rights = OWNER	
[10/8/25 09:31AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/8/25 09:31AM] Hank used command ::vboss | Player rights = OWNER	
[10/8/25 09:31AM] Hank used command ::Dr | Player rights = OWNER	
[10/8/25 09:32AM] Hank used command ::xpon | Player rights = OWNER	
[10/8/25 09:32AM] Hank used command ::expon | Player rights = OWNER	
[10/8/25 09:33AM] Hank used command ::raindon | Player rights = OWNER	
[10/8/25 10:25AM] Hank used command ::teleto history hawk | Player rights = OWNER	
[10/8/25 10:25AM] Hank used command ::sendhome ghijf | Player rights = OWNER	
[10/8/25 10:25AM] Hank used command ::jail ghijf | Player rights = OWNER	
[10/8/25 10:26AM] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 10:26AM] Hank used command ::teletome ghijf | Player rights = OWNER	
[10/8/25 10:26AM] Hank used command ::jail ghijf 24 | Player rights = OWNER	
[10/8/25 10:27AM] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/8/25 10:33AM] Hank used command ::update 60 | Player rights = OWNER	
[10/8/25 10:38AM] Hank used command ::vote | Player rights = OWNER	
[10/8/25 10:51AM] Hank used command ::giveall 23020 2 | Player rights = OWNER	
[10/8/25 10:52AM] Hank used command ::broadcast 100  | Player rights = OWNER	
[10/8/25 10:52AM] Hank used command ::broadcast 100 WE ARE FARMERS...... | Player rights = OWNER	
[10/8/25 10:53AM] Hank used command ::yell no really yall apply for staff on discord | Player rights = OWNER	
[10/8/25 01:04PM] Hank used command ::teleto mystima | Player rights = OWNER	
[10/8/25 01:04PM] Hank used command ::find aoe | Player rights = OWNER	
[10/8/25 01:05PM] Hank used command ::giveitem 8411 1 mystima | Player rights = OWNER	
[10/8/25 01:06PM] Hank used command ::home | Player rights = OWNER	
[10/8/25 01:07PM] Hank used command ::perks 500000 | Player rights = OWNER	
[10/8/25 01:08PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 01:08PM] Hank used command ::perks | Player rights = OWNER	
[10/8/25 01:09PM] Hank used command ::allperks | Player rights = OWNER	
[10/8/25 01:09PM] Hank used command ::perksall | Player rights = OWNER	
[10/8/25 01:09PM] Hank used command ::slayon | Player rights = OWNER	
[10/8/25 01:09PM] Hank used command ::dron | Player rights = OWNER	
[10/8/25 01:14PM] Hank used command ::unjail ghijf | Player rights = OWNER	
[10/8/25 01:27PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 01:28PM] Hank used command ::giveitem 23370 100 history hawk | Player rights = OWNER	
[10/8/25 01:35PM] Hank used command ::teleto histroy hawk | Player rights = OWNER	
[10/8/25 01:35PM] Hank used command ::teleto history hawk | Player rights = OWNER	
[10/8/25 01:36PM] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 01:39PM] Hank used command ::find agro | Player rights = OWNER	
[10/8/25 01:40PM] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/8/25 01:42PM] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 01:43PM] Hank used command ::givehelper spoon | Player rights = OWNER	
[10/8/25 01:43PM] Hank used command ::players | Player rights = OWNER	
[10/8/25 01:43PM] Hank used command ::givehelp spoon | Player rights = OWNER	
[10/8/25 01:44PM] Hank used command ::yell spoon say somthing | Player rights = OWNER	
[10/8/25 01:44PM] Hank used command ::broadcast 60 gzz spoon on being helper | Player rights = OWNER	
[10/8/25 01:52PM] Hank used command ::find chilling | Player rights = OWNER	
[10/8/25 01:52PM] Hank used command ::giveall 12864 | Player rights = OWNER	
[10/8/25 01:52PM] Hank used command ::giveall 12864 1 | Player rights = OWNER	
[10/8/25 01:59PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:14PM] Hank used command ::update 60 | Player rights = OWNER	
[10/8/25 02:21PM] Hank used command ::yell instance say 60 but when you teleits 120 now | Player rights = OWNER	
[10/8/25 02:36PM] Hank used command ::item 23254 | Player rights = OWNER	
[10/8/25 02:52PM] Hank used command ::update 30 | Player rights = OWNER	
[10/8/25 02:52PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:53PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:54PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:55PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:57PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:57PM] Hank used command ::find legendary | Player rights = OWNER	
[10/8/25 02:58PM] Hank used command ::item 1499 50 | Player rights = OWNER	
[10/8/25 02:58PM] Hank used command ::dissolveall | Player rights = OWNER	
[10/8/25 05:17PM] Hank used command ::teleto grand | Player rights = OWNER	
[10/8/25 05:17PM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/8/25 05:18PM] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/8/25 05:48PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 05:49PM] Hank used command ::giveitem 23002 5 pete | Player rights = OWNER	
[10/8/25 05:49PM] Hank used command ::teleto pete | Player rights = OWNER	
[10/8/25 05:49PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 05:50PM] Hank used command ::giveitem 8412 1 pete | Player rights = OWNER	
[10/8/25 07:46PM] Hank used command ::yell soz guys code was not being nice to me | Player rights = OWNER	
[10/8/25 07:47PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 07:48PM] Hank used command ::giveall 23020 6 | Player rights = OWNER	
[10/8/25 07:48PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 07:48PM] Hank used command ::giveall 23277 2 | Player rights = OWNER	
[10/8/25 07:59PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:06PM] Hank used command ::yell guys | Player rights = OWNER	
[10/8/25 08:06PM] Hank used command ::yell guys | Player rights = OWNER	
[10/8/25 08:09PM] Hank used command ::update 45 | Player rights = OWNER	
[10/8/25 08:10PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:13PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:15PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:16PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:16PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:16PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:17PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:18PM] Hank used command ::teletome history hawk | Player rights = OWNER	
[10/8/25 08:22PM] Hank used command ::perks | Player rights = OWNER	
[10/8/25 08:22PM] Hank used command ::expon | Player rights = OWNER	
[10/8/25 08:22PM] Hank used command ::dron | Player rights = OWNER	
[10/8/25 08:22PM] Hank used command ::slayon | Player rights = OWNER	
[10/8/25 08:27PM] Hank used command ::find xp | Player rights = OWNER	
[10/8/25 08:30PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:33PM] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 08:36PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/8/25 08:40PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/8/25 08:43PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 08:56PM] Hank used command ::find xp | Player rights = OWNER	
[10/8/25 08:56PM] Hank used command ::giveitem 21218 2000 histroy hawk | Player rights = OWNER	
[10/8/25 08:57PM] Hank used command ::giveitem 21218 2000 history hawk | Player rights = OWNER	
[10/8/25 08:57PM] Hank used command ::find dr | Player rights = OWNER	
[10/8/25 08:57PM] Hank used command ::giveall 23254 1 | Player rights = OWNER	
[10/8/25 09:05PM] Hank used command ::bossevent | Player rights = OWNER	
[10/8/25 09:10PM] Hank used command ::ank | Player rights = OWNER	
[10/8/25 09:11PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 09:12PM] Hank used command ::item 23412 100 | Player rights = OWNER	
[10/8/25 09:12PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 09:13PM] Hank used command ::item 20421 2 | Player rights = OWNER	
[10/8/25 09:15PM] Hank used command ::item 11465 3 | Player rights = OWNER	
[10/8/25 09:15PM] Hank used command ::giveitem 11465 1 history hawk | Player rights = OWNER	
[10/8/25 09:23PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 09:25PM] Hank used command ::teletome history hawk | Player rights = OWNER	
[10/8/25 09:27PM] Hank used command ::kcon | Player rights = OWNER	
[10/8/25 09:27PM] Hank used command ::killon | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::dron | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::expon | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::2xkc | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::well | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::perks | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::bank | Player rights = OWNER	
[10/8/25 09:28PM] Hank used command ::perks | Player rights = OWNER	
[10/8/25 09:29PM] Hank used command ::slayon | Player rights = OWNER	
[10/8/25 09:31PM] Hank used command ::tc | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::setperk 3 | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::setperk 1 | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::endperk | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::endperk 2 | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::setperk 4 | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::endperk | Player rights = OWNER	
[10/8/25 09:33PM] Hank used command ::setperk 5 | Player rights = OWNER	
[10/8/25 09:34PM] Hank used command ::endperk | Player rights = OWNER	
[10/8/25 09:34PM] Hank used command ::setperk 6 | Player rights = OWNER	
[10/8/25 09:34PM] Hank used command ::endperk | Player rights = OWNER	
[10/8/25 09:35PM] Hank used command ::teletome spoon | Player rights = OWNER	
[10/8/25 09:36PM] Hank used command ::setperk 1 | Player rights = OWNER	
[10/8/25 09:36PM] Hank used command ::endperk | Player rights = OWNER	
[10/8/25 09:47PM] Hank used command ::zulrah | Player rights = OWNER	
[10/8/25 09:49PM] Hank used command ::kolon | Player rights = OWNER	
[10/8/25 09:53PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/8/25 09:54PM] Hank used command ::doom | Player rights = OWNER	
[10/8/25 09:55PM] Hank used command ::slayerboss | Player rights = OWNER	
[10/8/25 09:56PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/8/25 09:57PM] Hank used command ::spawndoom | Player rights = OWNER	
[10/8/25 09:58PM] Hank used command ::spawnnightmare | Player rights = OWNER	
[10/8/25 09:58PM] Hank used command ::spawndk | Player rights = OWNER	
[10/8/25 09:58PM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/8/25 10:01PM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/8/25 10:02PM] Hank used command ::spwanhellraiser | Player rights = OWNER	
[10/8/25 10:02PM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/8/25 10:03PM] Hank used command ::promte spoon | Player rights = OWNER	
[10/8/25 10:04PM] Hank used command ::givemod spoon | Player rights = OWNER	
[10/8/25 10:05PM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/8/25 10:06PM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/8/25 10:06PM] Hank used command ::yell ok guys im going to take a nap work get back to updates | Player rights = OWNER	
[10/8/25 10:07PM] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 10:08PM] Hank used command ::yell pm me on discord if you need anything | Player rights = OWNER	
[10/8/25 10:08PM] Hank used command ::yell vote should be 100% fixed tomarrow | Player rights = OWNER	
[10/9/25 07:48AM] Hank used command ::vote | Player rights = OWNER	
[10/9/25 08:08AM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/9/25 08:16AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 08:34AM] Hank used command ::claim | Player rights = OWNER	
[10/9/25 08:34AM] Hank used command ::claimed | Player rights = OWNER	
[10/9/25 08:34AM] Hank used command ::donated | Player rights = OWNER	
[10/9/25 08:37AM] Hank used command ::find starter | Player rights = OWNER	
[10/9/25 08:37AM] Hank used command ::item 23276 5 | Player rights = OWNER	
[10/9/25 08:38AM] Hank used command ::find progress | Player rights = OWNER	
[10/9/25 08:38AM] Hank used command ::find pro | Player rights = OWNER	
[10/9/25 08:38AM] Hank used command ::pro | Player rights = OWNER	
[10/9/25 08:39AM] Hank used command ::prog | Player rights = OWNER	
[10/9/25 08:39AM] Hank used command ::progress | Player rights = OWNER	
[10/9/25 08:49AM] Hank used command ::hween | Player rights = OWNER	
[10/9/25 08:49AM] Hank used command ::hween | Player rights = OWNER	
[10/9/25 08:51AM] Hank used command ::hweenevent | Player rights = OWNER	
[10/9/25 08:51AM] Hank used command ::event | Player rights = OWNER	
[10/9/25 08:56AM] Hank used command ::update 100 | Player rights = OWNER	
[10/9/25 08:58AM] Hank used command ::hween | Player rights = OWNER	
[10/9/25 08:58AM] Hank used command ::halloween | Player rights = OWNER	
[10/9/25 08:58AM] Hank used command ::event | Player rights = OWNER	
[10/9/25 08:58AM] Hank used command ::starthweenevent | Player rights = OWNER	
[10/9/25 08:58AM] Hank used command ::startevent | Player rights = OWNER	
[10/9/25 08:58AM] Hank used command ::hweenevent | Player rights = OWNER	
[10/9/25 08:59AM] Hank used command ::eventhween | Player rights = OWNER	
[10/9/25 08:59AM] Hank used command ::starthween | Player rights = OWNER	
[10/9/25 08:59AM] Hank used command ::perk 1 | Player rights = OWNER	
[10/9/25 08:59AM] Hank used command ::perks 5 | Player rights = OWNER	
[10/9/25 08:59AM] Hank used command ::perks 4 | Player rights = OWNER	
[10/9/25 09:07AM] Hank used command ::wyrmalive | Player rights = OWNER	
[10/9/25 09:07AM] Hank used command ::wyrm | Player rights = OWNER	
[10/9/25 09:08AM] Hank used command ::spawnwyrm | Player rights = OWNER	
[10/9/25 09:08AM] Hank used command ::sw | Player rights = OWNER	
[10/9/25 09:08AM] Hank used command ::spawnsw | Player rights = OWNER	
[10/9/25 09:08AM] Hank used command ::spawnwrm | Player rights = OWNER	
[10/9/25 09:09AM] Hank used command ::spawnskeletalhorror | Player rights = OWNER	
[10/9/25 09:09AM] Hank used command ::spawnwyrm | Player rights = OWNER	
[10/9/25 09:09AM] Hank used command ::spawn wyrm | Player rights = OWNER	
[10/9/25 09:09AM] Hank used command ::spawnwyrm | Player rights = OWNER	
[10/9/25 09:11AM] Hank used command ::eventboss | Player rights = OWNER	
[10/9/25 09:11AM] Hank used command ::startevent | Player rights = OWNER	
[10/9/25 09:11AM] Hank used command ::bossevent | Player rights = OWNER	
[10/9/25 09:12AM] Hank used command ::finishbossevent | Player rights = OWNER	
[10/9/25 09:12AM] Hank used command ::spawnevent | Player rights = OWNER	
[10/9/25 09:12AM] Hank used command ::startevent | Player rights = OWNER	
[10/9/25 09:12AM] Hank used command ::bossevent | Player rights = OWNER	
[10/9/25 09:12AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 09:13AM] Hank used command ::giveitem 23002 5 mystima | Player rights = OWNER	
[10/9/25 09:14AM] Hank used command ::giveitem 8412 1 mystima | Player rights = OWNER	
[10/9/25 09:15AM] Hank used command ::eventboss | Player rights = OWNER	
[10/9/25 09:15AM] Hank used command ::spawneventboss | Player rights = OWNER	
[10/9/25 09:16AM] Hank used command ::startevent | Player rights = OWNER	
[10/9/25 09:17AM] Hank used command ::eventboss  | Player rights = OWNER	
[10/9/25 09:17AM] Hank used command ::bossevent | Player rights = OWNER	
[10/9/25 09:17AM] Hank used command ::eventboss | Player rights = OWNER	
[10/9/25 09:17AM] Hank used command ::spawnevent | Player rights = OWNER	
[10/9/25 09:23AM] Hank used command ::endbossevent | Player rights = OWNER	
[10/9/25 09:23AM] Hank used command ::bossevent | Player rights = OWNER	
[10/9/25 09:23AM] Hank used command ::startbossevent | Player rights = OWNER	
[10/9/25 09:23AM] Hank used command ::bossevent | Player rights = OWNER	
[10/9/25 09:24AM] Hank used command ::yell to get to the boss do ::bossevent | Player rights = OWNER	
[10/9/25 09:28AM] Hank used command ::endbossevent | Player rights = OWNER	
[10/9/25 09:30AM] Hank used command ::spawnglobal | Player rights = OWNER	
[10/9/25 09:30AM] Hank used command ::globalevent | Player rights = OWNER	
[10/9/25 09:30AM] Hank used command ::globalevent | Player rights = OWNER	
[10/9/25 09:30AM] Hank used command ::eventboss | Player rights = OWNER	
[10/9/25 09:30AM] Hank used command ::spawnevent | Player rights = OWNER	
[10/9/25 09:31AM] Hank used command ::spawneventboss | Player rights = OWNER	
[10/9/25 09:55AM] Hank used command ::spawnvoteboss | Player rights = OWNER	
[10/9/25 10:02AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 10:02AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 10:07AM] Hank used command ::slayerevent | Player rights = OWNER	
[10/9/25 10:07AM] Hank used command ::dron | Player rights = OWNER	
[10/9/25 10:13AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 10:14AM] Hank used command ::giveall 23020 2 | Player rights = OWNER	
[10/9/25 10:16AM] Hank used command ::giveitem 23239 3 history hawk | Player rights = OWNER	
[10/9/25 10:16AM] Hank used command ::giveitem 23251 1 history hawk | Player rights = OWNER	
[10/9/25 10:22AM] Hank used command ::teleto you | Player rights = OWNER	
[10/9/25 10:22AM] Hank used command ::teleto spoon | Player rights = OWNER	
[10/9/25 10:23AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 10:26AM] Hank used command ::giveitem 23363 1 history hawk | Player rights = OWNER	
[10/9/25 10:27AM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 10:29AM] Hank used command ::spawnnaraku | Player rights = OWNER	
[10/9/25 10:29AM] Hank used command ::spawnnaraku | Player rights = OWNER	
[10/9/25 10:29AM] Hank used command ::swpawndk | Player rights = OWNER	
[10/9/25 10:31AM] Hank used command ::spawnhellraiser | Player rights = OWNER	
[10/9/25 01:16PM] Hank used command ::reward 1 all | Player rights = OWNER	
[10/9/25 01:16PM] Hank used command ::claim | Player rights = OWNER	
[10/9/25 01:16PM] Hank used command ::voted | Player rights = OWNER	
[10/9/25 01:16PM] Hank used command ::claimvote | Player rights = OWNER	
[10/9/25 01:16PM] Hank used command ::claimvotes | Player rights = OWNER	
[10/9/25 01:22PM] Hank used command ::perks 5400 | Player rights = OWNER	
[10/9/25 01:23PM] Hank used command ::expon | Player rights = OWNER	
[10/9/25 01:29PM] Hank used command ::teletome history hawk | Player rights = OWNER	
[10/9/25 01:31PM] Hank used command ::find batman | Player rights = OWNER	
[10/9/25 01:31PM] Hank used command ::item 17718 | Player rights = OWNER	
[10/9/25 01:34PM] Hank used command ::dron | Player rights = OWNER	
[10/9/25 01:52PM] Hank used command ::bank | Player rights = OWNER	
[10/9/25 01:53PM] Hank used command ::yell guys put in suggestions on discord what you in sever please | Player rights = OWNER	
[10/9/25 02:06PM] Hank used command ::teleto grand | Player rights = OWNER	
[10/9/25 02:07PM] Hank used command ::givehelper grand | Player rights = OWNER	
[10/9/25 02:07PM] Hank used command ::givesupport grand | Player rights = OWNER	
[10/9/25 02:07PM] Hank used command ::givehelp grand | Player rights = OWNER	
[10/9/25 02:14PM] Hank used command ::givebork kc 5000 history hawk | Player rights = OWNER	
[10/9/25 02:20PM] Hank used command ::spawndoom | Player rights = OWNER	
