[10/5/25 07:10AM] Sender: Hank, Message: Sup spoon	
[10/9/25 05:02AM] Sender: Delicious, Message: There are no cave instances	
[10/9/25 05:03AM] Sender: Delicious, Message: Gotta do hard slayer to unlock bosses	
[10/9/25 05:04AM] Sender: Delicious, Message: Boss slay	
[10/9/25 07:20AM] Sender: Spoon, Message: Morning	
[10/9/25 07:20AM] Sender: Hank, Message: Morning	
[10/9/25 07:27AM] Sender: Spoon, Message: Ive jsut failed a 25% upgrade 13 times..	
[10/9/25 07:43AM] Sender: History hawk, Message: Yeah that happensa	
[10/9/25 08:14AM] Sender: History hawk, Message: Spoon teleto me	
[10/9/25 08:49AM] Sender: You, Message: Good evening	
[10/9/25 08:51AM] Sender: Hank, Message: Sup	
[10/9/25 08:51AM] Sender: You, Message: Not much,just got back home from work	
[10/9/25 08:51AM] Sender: Hank, Message: Nice bro :)	
[10/9/25 08:56AM] Sender: Hank, Message: Working on hween event	
[10/9/25 09:22AM] Sender: You, Message: Dang	
[10/9/25 09:22AM] Sender: You, Message: Where are they? i need pvm tickets too xd	
[10/9/25 09:22AM] Sender: Spoon, Message: Platinum area	
[10/9/25 09:23AM] Sender: Spoon, Message: Boss event?	
[10/9/25 10:24AM] Sender: Spoon, Message: Boop	
[10/9/25 10:33AM] Sender: Spoon, Message: Grtz	
[10/9/25 10:33AM] Sender: Hank, Message: Ty	
[10/9/25 10:33AM] Sender: Hank, Message: For votes guys	
[10/9/25 10:33AM] Sender: Delicious, Message: Np	
[10/9/25 10:34AM] Sender: Hank, Message: We are at 37	
[10/9/25 10:34AM] Sender: Delicious, Message: When will claiming work tho	
[10/9/25 10:34AM] Sender: Spoon, Message: 38 now	
[10/9/25 11:45AM] Sender: Delicious, Message: What does scroll of insurance doe	
[10/9/25 11:45AM] Sender: Delicious, Message: Do*	
[10/9/25 11:45AM] Sender: You, Message: Examine :d	
[10/9/25 11:45AM] Sender: You, Message: Orclick on it	
[10/9/25 11:45AM] Sender: You, Message: Wont loose item on fail if i remember correct :p	
[10/9/25 11:46AM] Sender: Delicious, Message: Examine doesnt work, but ill see it once i start upgrade stuff:p	
[10/9/25 12:02PM] Sender: Delicious, Message: Anyone wanna do some pc runs	
[10/9/25 12:02PM] Sender: Thecyb, Message:  what up :) 	
[10/9/25 12:03PM] Sender: Delicious, Message: Need 2 people to run some	
[10/9/25 12:03PM] Sender: Thecyb, Message:  lets do some	
[10/9/25 12:03PM] Sender: Delicious, Message: Last task i need to finish to complete starter tasks :p	
[10/9/25 12:03PM] Sender: Thecyb, Message:  where i see starter tasks	
[10/9/25 12:03PM] Sender: Delicious, Message:  ::startertasks	
[10/9/25 12:04PM] Sender: Thecyb, Message:  ofc xd	
[10/9/25 12:04PM] Sender: Delicious, Message: Anyone wanna run pc with me & cyb	
[10/9/25 12:04PM] Sender: Thecyb, Message:  can i add here afk ? 	
[10/9/25 12:10PM] Sender: Delicious, Message: Guess we need more op people lel	
[10/9/25 12:10PM] Sender: Delicious, Message: Knight prob gonna die before we kill the portals	
[10/9/25 12:11PM] Sender: Thecyb, Message: Ye	
[10/9/25 12:29PM] Sender: Thecyb, Message:  erm , what happend with damage xd	
[10/9/25 12:57PM] Sender: Ghijf, Message: Back	
[10/9/25 12:58PM] Sender: Ghijf, Message: What you all doing guys	
[10/9/25 12:58PM] Sender: Thecyb, Message:  tried this raid , but, im too fcking noob	
[10/9/25 12:59PM] Sender: Ghijf, Message: What raid maybe i can join xd	
[10/9/25 12:59PM] Sender: Thecyb, Message:  legends	
[10/9/25 01:00PM] Sender: Ghijf, Message: Vote fixed yet?	
[10/9/25 01:12PM] Sender: Hank, Message: Thecyb what are you doing?	
[10/9/25 01:13PM] Sender: Ghijf, Message: Hank	
[10/9/25 01:13PM] Sender: Ghijf, Message: Where is the well	
[10/9/25 01:13PM] Sender: Ghijf, Message: I asked this midday but every1 was afk	
[10/9/25 01:14PM] Sender: Thecyb, Message:  yo hank xd i tried to log in xd something kicks me 	
[10/9/25 01:14PM] Sender: Thecyb, Message:  hank , its testing xddd	
[10/9/25 01:18PM] Sender: Thecyb, Message:  if you click on voting streak , u understand xd	
[10/9/25 01:18PM] Sender: Ghijf, Message: Also if u klick on players pos u dc xd	
[10/9/25 01:18PM] Sender: Vibes, Message:  yo	
[10/9/25 01:18PM] Sender: Thecyb, Message: Yoyo	
[10/9/25 01:20PM] Sender: Hank, Message: I dont dc when i check	
[10/9/25 01:20PM] Sender: Thecyb, Message:  hmm 	
[10/9/25 01:20PM] Sender: Thecyb, Message:  im not gonna try again xd	
[10/9/25 01:20PM] Sender: Hank, Message: Its prob becouse your ironman	
[10/9/25 01:21PM] Sender: Thecyb, Message:  maybe 	
[10/9/25 01:40PM] Sender: Hank, Message: I suggest finishing all zones	
[10/9/25 01:40PM] Sender: Ghijf, Message: Naaa zones are timewaste	
[10/9/25 01:40PM] Sender: Hank, Message: Not there are not	
[10/9/25 01:41PM] Sender: Hank, Message: For endgame zones has to be done	
[10/9/25 01:41PM] Sender: Ghijf, Message: /for nihils u need 75k borks lol 	
[10/9/25 01:41PM] Sender: Ghijf, Message: Last endgame zone nihil set 1k stats e	
[10/9/25 01:41PM] Sender: Ghijf, Message: Do slayer the armour is 5k e lmao	
[10/9/25 01:42PM] Sender: Hank, Message: All stats are getting changed soon working on a big updater	
[10/9/25 01:42PM] Sender: Thecyb, Message:  nerf incomeing ? xd	
[10/9/25 01:42PM] Sender: Hank, Message: No increasing stats	
[10/9/25 01:42PM] Sender: Thecyb, Message:  nice	
[10/9/25 01:43PM] Sender: Justin, Message: We got any type of aggro pots?	
[10/9/25 01:44PM] Sender: Ghijf, Message: No	
[10/9/25 02:09PM] Sender: Ghijf, Message: Gz	
[10/9/25 02:09PM] Sender: Grand, Message: Tyy :)	
[10/9/25 02:10PM] Sender: Justin, Message: Wish we didnt need kc for everything, got 175 death touch darts...	
[10/9/25 02:10PM] Sender: Hank, Message: Yeah that what makes it last tho	
[10/9/25 02:10PM] Sender: Grand, Message: Lol	
[10/9/25 02:11PM] Sender: Hank, Message: Dont want to beat it 2 days	
[10/9/25 02:11PM] Sender: Hank, Message: A lot updates coing soon	
[10/9/25 02:11PM] Sender: Hank, Message: New bosses bis raids events minigames	
[10/9/25 02:11PM] Sender: Grand, Message: Nice!	
[10/9/25 02:12PM] Sender: Ghijf, Message: I thought we were beta	
[10/9/25 02:13PM] Sender: Grand, Message: All to hellraiser	
[10/9/25 02:17PM] Sender: Grand, Message: Nm	
[10/9/25 02:20PM] Sender: Grand, Message: How spawn slayer champion if still 300 tasks left?	
[10/9/25 02:20PM] Sender: Grand, Message: Didnt count slayer tasks?	
[10/9/25 02:36PM] Sender: Spoon, Message: Stick to this one for now	
[10/9/25 02:36PM] Sender: Ghijf, Message: Need help from hank the tank	
[10/9/25 02:42PM] Sender: Grand, Message: I can take items on ground with ironman?	
[10/9/25 02:42PM] Sender: Ghijf, Message: Only for u i guess	
[10/9/25 02:42PM] Sender: Hank, Message: You burst balloons	
[10/9/25 03:24PM] Sender: Grand, Message: Afk.. need go to shave	
[10/9/25 04:56PM] Sender: Grand, Message: Back	
[10/9/25 08:03PM] Sender: Big daddy d, Message:  hey is voting working atm?	
[10/9/25 08:24PM] Sender: Kursed, Message: Beep beep	
[10/9/25 09:08PM] Sender: Dox, Message: Evening	
[10/9/25 09:08PM] Sender: Kursed, Message: Hi	
[10/9/25 09:40PM] Sender: Kursed, Message: Welcome	
[10/9/25 09:40PM] Sender: A n u b i s, Message:  hola :d	
[10/9/25 09:43PM] Sender: Dox, Message: Welcome	
[10/9/25 09:59PM] Sender: Kursed, Message: Da what	
[10/9/25 10:01PM] Sender: Dox, Message: It's end game content	
[10/9/25 10:01PM] Sender: Dox, Message: Dw about it for now	
[10/9/25 10:01PM] Sender: Kursed, Message: Haha probably won't have to worry about that for a long time	
[10/9/25 10:02PM] Sender: Kursed, Message: Considering rn it's like playing iron man	
[10/9/25 11:43PM] Sender: Ghijf, Message: Gm	
[10/9/25 11:46PM] Sender: Ghijf, Message: Some1 wanna come join popping balloons?	
[10/9/25 11:46PM] Sender: Dox, Message: What	
[10/9/25 11:47PM] Sender: Ghijf, Message: I logged out yday at drop party lol i login &and all balloons still here	
[10/10/25 12:03AM] Sender: Kursed, Message: What balloons	
[10/10/25 12:03AM] Sender: Kursed, Message: How to get there?	
[10/10/25 12:03AM] Sender: Ghijf, Message: Balloons are empty	
[10/10/25 12:04AM] Sender: Kursed, Message: O	
[10/10/25 12:04AM] Sender: Kursed, Message: Dam	
[10/10/25 01:32AM] Sender: Kursed, Message: So uhh	
[10/10/25 01:32AM] Sender: Kursed, Message: Does vote claiming just not work or whay	
[10/10/25 01:32AM] Sender: Spoon, Message: Not yet sadly	
[10/10/25 01:32AM] Sender: Kursed, Message: Wild	
[10/10/25 01:42AM] Sender: Kursed, Message: Wel	
[10/10/25 01:43AM] Sender: Kursed, Message: Im out	
[10/10/25 01:43AM] Sender: Kursed, Message: Cya	
[10/10/25 01:43AM] Sender: Spoon, Message: Cya	
[10/10/25 01:43AM] Sender: Ghijf, Message: Same	
[10/10/25 01:43AM] Sender: Spoon, Message: Take care	
[10/10/25 01:54AM] Sender: Ghijf, Message: Boss slayer is a joke lol complete a task 20 points	
[10/10/25 01:55AM] Sender: Ghijf, Message: Not even regu slayer points lol	
[10/10/25 02:01AM] Sender: Ghijf, Message: Lmao done with this crab	
[10/10/25 02:01AM] Sender: Ghijf, Message: P2w big	
[10/10/25 02:29AM] Sender: Dox, Message: You apply for staff, call the server crap & then you're still here lol.....	
[10/10/25 02:30AM] Sender: Dox, Message: This isnt easy scape. it takes abit of a grind	
[10/10/25 02:50AM] Sender: Ghijf, Message: Got purple p hat	
[10/10/25 05:24AM] Sender: Hank, Message: Morning	
[10/10/25 05:25AM] Sender: Grand, Message: Sup	
[10/10/25 08:45AM] Sender: Hank, Message: Wb justin	
[10/10/25 08:46AM] Sender: Justin, Message: Tyty	
[10/10/25 09:09AM] Sender: Spoon, Message: Howdy!	
[10/10/25 09:14AM] Sender: Loki, Message: Sup	
[10/10/25 09:16AM] Sender: Loki, Message: Ty	
[10/10/25 09:17AM] Sender: Vladimir, Message: Thx	
[10/10/25 09:17AM] Sender: Hank, Message: Yw	
[10/10/25 09:17AM] Sender: Vladimir, Message: Ayyy	
[10/10/25 09:20AM] Sender: Vladimir, Message: Hell yeah	
[10/10/25 09:24AM] Sender: Kursed, Message: Where do we apply?	
[10/10/25 09:24AM] Sender: Hank, Message: Discord staff applications	
[10/10/25 09:26AM] Sender: Marrakech, Message: Yo	
[10/10/25 09:26AM] Sender: Marrakech, Message: Veteran or normal?	
[10/10/25 09:27AM] Sender: Vladimir, Message: Vet for sure	
[10/10/25 09:37AM] Sender: Hank, Message: Hey twig	
[10/10/25 09:40AM] Sender: Iron v33t, Message: All to vboss	
[10/10/25 09:50AM] Sender: Thecyb, Message:  hell ? 	
[10/10/25 09:54AM] Sender: Thecyb, Message:  v33t iron ? 	
[10/10/25 09:55AM] Sender: Iron v33t, Message: Sup	
[10/10/25 09:55AM] Sender: Thecyb, Message:  come ::iron	
[10/10/25 09:55AM] Sender: Spoon, Message: Damn that pet is insane	
[10/10/25 09:56AM] Sender: Spoon, Message: Grtz! what did you get	
[10/10/25 09:56AM] Sender: Loki, Message: 100dollars	
[10/10/25 09:56AM] Sender: Spoon, Message: Sweet	
[10/10/25 09:56AM] Sender: Iron v33t, Message: Nice	
[10/10/25 09:58AM] Sender: Loki, Message: Ooooo fuk	
[10/10/25 09:58AM] Sender: Iron v33t, Message: Gz	
[10/10/25 09:58AM] Sender: Spoon, Message: Grtz!	
[10/10/25 10:01AM] Sender: Spoon, Message: This has far too much hp	
[10/10/25 10:01AM] Sender: Hank, Message: Dont be a noob spoon	
[10/10/25 10:02AM] Sender: Spoon, Message: You kno wim the ultimate noob!	
[10/10/25 10:04AM] Sender: Hank, Message: All to ::nm	
[10/10/25 10:06AM] Sender: Thecyb, Message: Which bosss u kill	
[10/10/25 10:11AM] Sender: Loki, Message: Where will dp be	
[10/10/25 10:18AM] Sender: Loki, Message: Where do i get a collectors ring, my ammy ran out	
[10/10/25 10:19AM] Sender: Kursed, Message: Come home bank	
[10/10/25 10:31AM] Sender: Vibes, Message: ;;voted working yet?	
[10/10/25 11:15AM] Sender: Thecyb, Message:  yo , who helps me end the startertasks	
[10/10/25 11:15AM] Sender: Thecyb, Message:  need run legends raid	
[10/10/25 11:15AM] Sender: Thecyb, Message:  and pc	
[10/10/25 12:45PM] Sender: Ghijf, Message: Yo just got home	
[10/10/25 12:46PM] Sender: Ghijf, Message: Hank	
[10/10/25 12:46PM] Sender: Hank, Message: Sup	
[10/10/25 12:47PM] Sender: Ghijf, Message: Did i miss drop party?	
[10/10/25 12:47PM] Sender: Hank, Message: No	
[10/10/25 12:57PM] Sender: Crotone, Message: @hank	
[10/10/25 12:59PM] Sender: Hank, Message: Drop party now	
[10/10/25 12:59PM] Sender: Crotone, Message: Where	
[10/10/25 12:59PM] Sender: Hank, Message: ::dropparty	
[10/10/25 12:59PM] Sender: Ghijf, Message: Im at nm	
[10/10/25 12:59PM] Sender: Ghijf, Message: Come 1hit it xd	
[10/10/25 01:00PM] Sender: Ghijf, Message: Does party hats have any use?	
[10/10/25 01:00PM] Sender: Hank, Message: You going to miss it	
[10/10/25 01:00PM] Sender: Hank, Message: Come to droppraty it started	
[10/10/25 01:11PM] Sender: Hank, Message: Twigs	
[10/10/25 01:24PM] Sender: Spoon, Message: Where is the well?	
[10/10/25 01:24PM] Sender: Ghijf, Message: Does x2 kc pet works for slayer?	
[10/10/25 01:24PM] Sender: Ghijf, Message: Its ::perks	
[10/10/25 01:25PM] Sender: Spoon, Message: Ah need xp boost lol	
[10/10/25 01:25PM] Sender: Spoon, Message: Ty	
[10/10/25 01:27PM] Sender: Spoon, Message: Dupe owner cape..	
[10/10/25 01:27PM] Sender: Ghijf, Message: Sell me? need some beter gear lol i suck rn	
[10/10/25 01:28PM] Sender: Spoon, Message: Thinking of keeping it, need to sacrifice 2 owner items later on	
[10/10/25 02:03PM] Sender: Kursed, Message: Did hank give out giveaway rewards yet	
[10/10/25 02:07PM] Sender: Ghijf, Message: Wasn't giveaway was drop party	
[10/10/25 02:07PM] Sender: Ghijf, Message: And yes	
[10/10/25 02:07PM] Sender: Kursed, Message: The discord giveaways, friend.	
[10/10/25 02:08PM] Sender: Ghijf, Message: Idk	
[10/10/25 02:18PM] Sender: Thecyb, Message: Yoyo , can someone help me finish the starter tasks	
[10/10/25 02:18PM] Sender: Kursed, Message: There's starter tasks?	
[10/10/25 02:18PM] Sender: Thecyb, Message:  need few pc and raid	
[10/10/25 02:18PM] Sender: Thecyb, Message:  ::startertasks	
[10/10/25 02:20PM] Sender: Kursed, Message: If anyone wants to help with the pc and raid	
[10/10/25 02:20PM] Sender: Kursed, Message: Lmk i'll join	
[10/10/25 02:20PM] Sender: Ghijf, Message: Im in for pc lol	
[10/10/25 02:20PM] Sender: Thecyb, Message:  me too , low damage but 	
[10/10/25 02:21PM] Sender: Kursed, Message: We're here	
[10/10/25 02:21PM] Sender: Thecyb, Message:  need 3 players	
[10/10/25 02:21PM] Sender: Ghijf, Message: Omw	
[10/10/25 02:25PM] Sender: Spoon, Message: Ill come aswell	
[10/10/25 02:32PM] Sender: Thecyb, Message:  where tf is teleport	
[10/10/25 02:32PM] Sender: Ghijf, Message: Minigame legends raid	
[10/10/25 02:32PM] Sender: Thecyb, Message:  saw ty	
[10/10/25 02:38PM] Sender: Spoon, Message: Nah i think my max hit is corredt..	
[10/10/25 02:38PM] Sender: Ghijf, Message: Im hitting way more than u for sure	
[10/10/25 02:39PM] Sender: Ghijf, Message: I don't even got owner cape lol	
[10/10/25 02:39PM] Sender: Spoon, Message: I have owner cape ring and necklace	
[10/10/25 02:39PM] Sender: Spoon, Message: And bis weapon	
[10/10/25 02:39PM] Sender: Ghijf, Message: Im hitting 50ks 	
[10/10/25 02:39PM] Sender: Ghijf, Message: Lets go global to see who hit more	
[10/10/25 03:03PM] Sender: Hank, Message: Everone afking?	
[10/10/25 03:03PM] Sender: Ghijf, Message: Yes	
[10/10/25 03:03PM] Sender: Thecyb, Message:  nope 	
[10/10/25 03:03PM] Sender: Loki, Message: Na	
[10/10/25 03:04PM] Sender: Loki, Message: Zones	
[10/10/25 03:04PM] Sender: Hank, Message: Ah nice	
[10/10/25 03:04PM] Sender: Spoon, Message: Nope	
[10/10/25 03:04PM] Sender: Thecyb, Message: Trying to get some damage xd	
[10/10/25 03:05PM] Sender: Hank, Message: As i said earlier im having a donation sale  pm for info	
[10/10/25 03:05PM] Sender: Spoon, Message: Also trying to figure out why ghijf does 3x my damage :p is it jsut the owner p	
[10/10/25 03:05PM] Sender: Spoon, Message: Just the owner pot that does that	
[10/10/25 03:05PM] Sender: Kursed, Message: Yo hank did you already give out the rewards from giveaway?	
[10/10/25 03:05PM] Sender: Hank, Message: Oh yeah owner pot is op	
[10/10/25 03:05PM] Sender: Ghijf, Message: For once i beat spoon on some dmg hes so jealious lmao	
[10/10/25 03:05PM] Sender: Spoon, Message: Not really	
[10/10/25 03:06PM] Sender: Hank, Message: There you go kursed	
[10/10/25 03:07PM] Sender: Kursed, Message: I won card pack as well. ;)	
[10/10/25 03:07PM] Sender: Kursed, Message: Thank you.	
[10/10/25 03:07PM] Sender: Hank, Message: Ah i see now	
[10/10/25 03:07PM] Sender: Kursed, Message: Gl me	
[10/10/25 03:08PM] Sender: Kursed, Message: Gf me	
[10/10/25 03:08PM] Sender: Spoon, Message: Im going to guess owner pot is in 120 upgrade maybe?	
[10/10/25 03:08PM] Sender: Hank, Message: Gl	
[10/10/25 03:08PM] Sender: Kursed, Message: Haha	
[10/10/25 03:08PM] Sender: Ghijf, Message: Don't think so lol	
[10/10/25 03:08PM] Sender: Hank, Message: Yes	
[10/10/25 03:08PM] Sender: Ghijf, Message: Daym	
[10/10/25 03:09PM] Sender: Spoon, Message: Gonna be nearly impossible for me to get that lol	
[10/10/25 03:09PM] Sender: Hank, Message: There is a potion better then owner pot tho 	
[10/10/25 03:09PM] Sender: Spoon, Message: Anyone got 120 inv? tell me whats needed for the pot?	
[10/10/25 03:10PM] Sender: Ghijf, Message: I got 97 and dissolved hella lotitems	
[10/10/25 03:10PM] Sender: Kursed, Message: You need owner cape and the pot from pvm ticket store	
[10/10/25 03:10PM] Sender: Hank, Message: Owner cape inf rage pot and 100m	
[10/10/25 03:10PM] Sender: Spoon, Message: Same and ive used a shit ton of lamps.. on 100 inv	
[10/10/25 03:10PM] Sender: Spoon, Message: Ah need the 100m and i can get that!	
[10/10/25 03:12PM] Sender: Kursed, Message: Anyone sell me 200k pvm tickets?	
[10/10/25 03:12PM] Sender: History hawk, Message: Sure	
[10/10/25 03:12PM] Sender: Kursed, Message: Hm brother	
[10/10/25 03:13PM] Sender: History hawk, Message: Offer	
[10/10/25 03:13PM] Sender: Kursed, Message: 400k tokens?	
[10/10/25 03:13PM] Sender: History hawk, Message: 200k	
[10/10/25 03:13PM] Sender: History hawk, Message: 1 for 1	
[10/10/25 03:13PM] Sender: Kursed, Message: Okey doke	
[10/10/25 03:17PM] Sender: Spoon, Message: Ok hawek i have the items needed	
[10/10/25 03:17PM] Sender: Spoon, Message: Hawk*	
[10/10/25 03:19PM] Sender: History hawk, Message: Its not the pot from the pvm store	
[10/10/25 03:19PM] Sender: Spoon, Message: What one is it	
[10/10/25 03:23PM] Sender: History hawk, Message: Spoon	
[10/10/25 03:23PM] Sender: Spoon, Message: Yep?	
[10/10/25 03:23PM] Sender: Spoon, Message: Lol	
[10/10/25 03:23PM] Sender: History hawk, Message: Haha	
[10/10/25 03:23PM] Sender: Ghijf, Message: Boooooe	
[10/10/25 03:24PM] Sender: Ghijf, Message: I woulda let him grind	
[10/10/25 03:24PM] Sender: Spoon, Message: I am doing	
[10/10/25 03:24PM] Sender: Ghijf, Message: Ur buying it from him	
[10/10/25 03:29PM] Sender: Ghijf, Message: Why can't we do demon of diety as instance	
[10/10/25 03:42PM] Sender: Ghijf, Message: Staffluck	
[10/10/25 05:16PM] Sender: Ghijf, Message: Where to use coins ?	
[10/10/25 05:17PM] Sender: Kursed, Message: You mean tokens?	
[10/10/25 05:20PM] Sender: Ghijf, Message: Welcome	
[10/10/25 05:20PM] Sender: Bishop, Message: Ty	
[10/10/25 05:22PM] Sender: Bishop, Message: Votes down?	
[10/10/25 05:23PM] Sender: Ghijf, Message: For claim votes u have to pm hank atm	
[10/10/25 05:24PM] Sender: Bishop, Message: Got it	
[10/10/25 05:26PM] Sender: Kursed, Message: Yo bishop	
[10/10/25 05:26PM] Sender: Kursed, Message: Wya	
[10/10/25 05:27PM] Sender: Bishop, Message: At phase 3	
[10/10/25 05:29PM] Sender: Kursed, Message: Come home	
[10/10/25 05:29PM] Sender: Bishop, Message: Omq	
[10/10/25 05:45PM] Sender: Ghijf, Message: Some1 wanna buy purp p hat?	
[10/10/25 06:07PM] Sender: Bishop, Message: Wb	
[10/10/25 06:08PM] Sender: Bishop, Message: Where to get coll ammy?	
[10/10/25 06:09PM] Sender: Kursed, Message: I can get ya one	
[10/10/25 06:09PM] Sender: Loki, Message: One of the shops at home	
[10/10/25 06:09PM] Sender: Kursed, Message: You want necklace or ring?	
[10/10/25 06:10PM] Sender: Kursed, Message: Oh well, i bought neck.	
[10/10/25 06:10PM] Sender: Kursed, Message: Come home and trade me to get it.	
[10/10/25 06:11PM] Sender: Kursed, Message: You comin or what	
[10/10/25 06:12PM] Sender: Ghijf, Message: I buy	
[10/10/25 06:12PM] Sender: Kursed, Message: ?	
[10/10/25 06:12PM] Sender: Ghijf, Message: Oh nvm was looking for owner 	
[10/10/25 06:28PM] Sender: Ghijf, Message: Hank?	
[10/10/25 07:01PM] Sender: Hank, Message: Im back girls	
[10/10/25 07:02PM] Sender: Ghijf, Message: Wb sister	
[10/10/25 07:20PM] Sender: Ghijf, Message: Aight gn guys	
[10/10/25 11:08PM] Sender: Blayko, Message:  yo	
[10/10/25 11:08PM] Sender: Blayko, Message:  everyone afk?	
[10/10/25 11:08PM] Sender: Kursed, Message: Nope	
[10/10/25 11:08PM] Sender: Kursed, Message: I'm here.	
[10/10/25 11:08PM] Sender: Blayko, Message:  what game mode are you	
[10/10/25 11:08PM] Sender: Kursed, Message: Regular	
[10/10/25 11:10PM] Sender: Kursed, Message: Come home brother	
[10/10/25 11:11PM] Sender: Kursed, Message: Wya?	
[10/10/25 11:16PM] Sender: Kursed, Message: You can get back to that starter zone through minigame teleports.	
[10/10/25 11:20PM] Sender: Blayko, Message: I voted but but its not working	
[10/10/25 11:21PM] Sender: Kursed, Message: Voting is still being worked on, you have to pm hank for	
[10/10/25 11:22PM] Sender: Kursed, Message: Your rewards atm.	
[10/10/25 11:22PM] Sender: Kursed, Message: Luckily though i already gave you vote scrolls.	
[10/10/25 11:22PM] Sender: Blayko, Message:  okay bet i was just checking for the starter tasks	
[10/10/25 11:23PM] Sender: Kursed, Message: Yup just use those scrolls.	
[10/11/25 02:41AM] Sender: Neophyte, Message: How do i claim votes	
[10/11/25 02:42AM] Sender: Kursed, Message: Welcome	
[10/11/25 02:42AM] Sender: Kursed, Message: Not available atm.	
[10/11/25 02:42AM] Sender: Kursed, Message: Have to pm hank to get vote rewards.	
[10/11/25 02:42AM] Sender: Kursed, Message: I do believe he is asleep.	
[10/11/25 02:43AM] Sender: Neophyte, Message: Alright	
[10/11/25 03:28AM] Sender: Ghijf, Message: Sup guys	
[10/11/25 03:30AM] Sender: Kursed, Message: Sup dude	
[10/11/25 03:36AM] Sender: Ghijf, Message: Wyd	
[10/11/25 03:38AM] Sender: Kursed, Message: Zones	
[10/11/25 03:38AM] Sender: Kursed, Message: Oni	
[10/11/25 03:38AM] Sender: Ghijf, Message: Nice i was doing slayer but not worth the grinding lol	
[10/11/25 03:41AM] Sender: Kursed, Message: Haha yeah i gave up on slayer pretty quickly in favor of zones	
[10/11/25 03:43AM] Sender: Ghijf, Message: Gz	
[10/11/25 03:43AM] Sender: Kursed, Message: I think that's an automatic thing for a donator rank or something.	
[10/11/25 03:44AM] Sender: Ghijf, Message: I never had that lol	
[10/11/25 03:48AM] Sender: Ghijf, Message: Hmmm so only way to traun summo is lamps i guess	
[10/11/25 03:48AM] Sender: Ghijf, Message: Cause u need 120 to prestige lol gg	
[10/11/25 03:50AM] Sender: Kursed, Message: Oo	
[10/11/25 03:50AM] Sender: Kursed, Message: Oof	
[10/11/25 03:50AM] Sender: Ghijf, Message: Yes also need pvp if i calculate it	
[10/11/25 03:51AM] Sender: Ghijf, Message: Whats ur maxhit rn? ::maxhit	
[10/11/25 03:52AM] Sender: Ghijf, Message: I wish we could send items from coll to bank	
[10/11/25 03:52AM] Sender: Kursed, Message: 3.4k	
[10/11/25 03:53AM] Sender: Ghijf, Message: 3.2k?	
[10/11/25 03:54AM] Sender: Kursed, Message: Yeah	
[10/11/25 03:57AM] Sender: Ghijf, Message: U need to borrow some better weap?	
[10/11/25 03:57AM] Sender: Ghijf, Message: I got mage u can lend or use a time might helps u progress	
[10/11/25 03:57AM] Sender: Kursed, Message: Using sanguine	
[10/11/25 03:58AM] Sender: Ghijf, Message: I got legends sang staff	
[10/11/25 03:58AM] Sender: Ghijf, Message: 20k mage 	
[10/11/25 04:00AM] Sender: Kursed, Message: Doubt it'll make much of a digg	
[10/11/25 04:00AM] Sender: Kursed, Message: Diff	
[10/11/25 04:00AM] Sender: Ghijf, Message: Hm stats has urs	
[10/11/25 04:01AM] Sender: Kursed, Message: 10k	
[10/11/25 04:02AM] Sender: Kursed, Message: It's the set from starter tasks	
[10/11/25 04:02AM] Sender: Ghijf, Message: Come home u can try the diff	
[10/11/25 04:04AM] Sender: Kursed, Message: It's okay	
[10/11/25 04:06AM] Sender: Delicious, Message: Afternoon guys	
[10/11/25 04:06AM] Sender: Ghijf, Message: U sure? u can trey diff between 10k or 20k my alt is at home just trade him 	
[10/11/25 04:07AM] Sender: Ghijf, Message: Trade it	
[10/11/25 04:09AM] Sender: Delicious, Message: Ugh still cant claim votes	
[10/11/25 04:10AM] Sender: Kursed, Message: Yeah i'm sure if anything let someone else use that.	
[10/11/25 04:10AM] Sender: Ghijf, Message: Ikr i voted also	
[10/11/25 04:16AM] Sender: Kursed, Message: Alright, time for me to sleep.. it's 6 am. :p	
[10/11/25 04:16AM] Sender: Kursed, Message: Gn actives.	
[10/11/25 04:16AM] Sender: Ghijf, Message: Night	
[10/11/25 05:01AM] Sender: Ghijf, Message: Gzz how u get it	
[10/11/25 05:02AM] Sender: Delicious, Message: Giveaway	
[10/11/25 05:02AM] Sender: Ghijf, Message: Ahh	
[10/11/25 05:07AM] Sender: Kursed, Message: Welp	
[10/11/25 05:07AM] Sender: Kursed, Message: I couldn't sleep	
[10/11/25 05:11AM] Sender: Ghijf, Message: Hank u here	
[10/11/25 05:12AM] Sender: Delicious, Message: He busy	
[10/11/25 05:12AM] Sender: Hank, Message: Sup	
[10/11/25 05:12AM] Sender: Ghijf, Message: What does crimson scroll do	
[10/11/25 05:18AM] Sender: Hank, Message: Try to do claimall	
[10/11/25 05:18AM] Sender: Kursed, Message: Who	
[10/11/25 05:19AM] Sender: Ghijf, Message: Doesn'ty work	
[10/11/25 05:21AM] Sender: Kursed, Message: Ok now i'm actually gonna sleep	
[10/11/25 05:21AM] Sender: Ghijf, Message: Aight gn	
[10/11/25 05:23AM] Sender: Spoon, Message: Morning	
[10/11/25 05:23AM] Sender: History hawk, Message: Morning 	
[10/11/25 05:26AM] Sender: Ghijf, Message: Can u tp me home	
[10/11/25 05:26AM] Sender: Ghijf, Message: Im stuck	
[10/11/25 05:26AM] Sender: Ghijf, Message: Can't tele out of here lol	
