[7/13/25 06:00PM]  [ Test ] Test used command ::donate | Player rights = PLAYER	
[10/8/25 11:56AM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 11:56AM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 11:57AM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 11:57AM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 11:57AM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 12:00PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:01PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:02PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:04PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 12:05PM]  [ Thecyb ] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:05PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:05PM]  [ Thecyb ] Thecyb used command ::voted | Player rights = EMERALD_DONATOR	
[10/8/25 12:06PM]  [ Thecyb ] Thecyb used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:07PM]  [ Thecyb ] Thecyb used command ::Daily | Player rights = EMERALD_DONATOR	
[10/8/25 12:10PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:10PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:11PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:12PM]  [ Delicious ] Delicious used command ::startertasks | Player rights = EMERALD_DONATOR	
[10/8/25 12:12PM]  [ Delicious ] Delicious used command ::startertasks | Player rights = EMERALD_DONATOR	
[10/8/25 12:13PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:13PM]  [ Delicious ] Delicious used command ::perks | Player rights = EMERALD_DONATOR	
[10/8/25 12:15PM]  [ Crotone ] Crotone used command ::vote | Player rights = EMERALD_DONATOR	
[10/8/25 12:16PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:16PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:16PM]  [ Crotone ] Crotone used command ::Voted | Player rights = EMERALD_DONATOR	
[10/8/25 12:17PM]  [ Delicious ] Delicious used command ::voted | Player rights = EMERALD_DONATOR	
[10/8/25 12:17PM]  [ Delicious ] Delicious used command ::claim | Player rights = EMERALD_DONATOR	
[10/8/25 12:17PM]  [ Delicious ] Delicious used command ::claimvote | Player rights = EMERALD_DONATOR	
[10/8/25 12:17PM]  [ Delicious ] Delicious used command ::reward 1 all | Player rights = EMERALD_DONATOR	
[10/8/25 12:20PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:21PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:21PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:21PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:21PM]  [ Crotone ] Crotone used command ::voted | Player rights = EMERALD_DONATOR	
[10/8/25 12:21PM]  [ H8 ] H8 used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:26PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 12:32PM]  [ Mystima ] Mystima used command ::vote | Player rights = PLAYER	
[10/8/25 12:33PM]  [ Mystima ] Mystima used command ::freedonator | Player rights = PLAYER	
[10/8/25 12:33PM]  [ Mystima ] Mystima used command ::guides | Player rights = PLAYER	
[10/8/25 12:33PM]  [ Mystima ] Mystima used command ::guide | Player rights = PLAYER	
[10/8/25 12:34PM]  [ Mystima ] Mystima used command ::naraku | Player rights = PLAYER	
[10/8/25 12:36PM]  [ Mystima ] Mystima used command ::train | Player rights = PLAYER	
[10/8/25 12:46PM]  [ Mystima ] Mystima used command ::vote | Player rights = PLAYER	
[10/8/25 12:47PM]  [ Mystima ] Mystima used command ::claim | Player rights = PLAYER	
[10/8/25 12:47PM]  [ Mystima ] Mystima used command ::reward 1 | Player rights = PLAYER	
[10/8/25 12:50PM]  [ Delicious ] Delicious used command ::dustclaw | Player rights = EMERALD_DONATOR	
[10/8/25 12:50PM]  [ Mystima ] Mystima used command ::home | Player rights = PLAYER	
[10/8/25 12:51PM]  [ Delicious ] Delicious used command ::zones | Player rights = EMERALD_DONATOR	
[10/8/25 12:52PM]  [ Mystima ] Mystima used command ::bank | Player rights = PLAYER	
[10/8/25 12:54PM]  [ Mystima ] Mystima used command ::home | Player rights = PLAYER	
[10/8/25 12:54PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:54PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:55PM]  [ Mystima ] Mystima used command ::train | Player rights = PLAYER	
[10/8/25 12:55PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 12:56PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 12:57PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:00PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:04PM]  [ Mystima ] Mystima used command ::zones | Player rights = PLAYER	
[10/8/25 01:04PM]  [ Hank ] Hank used command ::teleto mystima | Player rights = OWNER	
[10/8/25 01:04PM]  [ Hank ] Hank used command ::find aoe | Player rights = OWNER	
[10/8/25 01:05PM]  [ Hank ] Hank used command ::giveitem 8411 1 mystima | Player rights = OWNER	
[10/8/25 01:06PM]  [ Delicious ] Delicious used command ::prestige | Player rights = EMERALD_DONATOR	
[10/8/25 01:06PM]  [ Delicious ] Delicious used command ::prestige | Player rights = EMERALD_DONATOR	
[10/8/25 01:06PM]  [ Hank ] Hank used command ::home | Player rights = OWNER	
[10/8/25 01:06PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:07PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:07PM]  [ Hank ] Hank used command ::perks 500000 | Player rights = OWNER	
[10/8/25 01:08PM]  [ Delicious ] Delicious used command ::perks | Player rights = EMERALD_DONATOR	
[10/8/25 01:08PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 01:08PM]  [ Hank ] Hank used command ::perks | Player rights = OWNER	
[10/8/25 01:08PM]  [ Mystima ] Mystima used command ::referral | Player rights = PLAYER	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Hank ] Hank used command ::allperks | Player rights = OWNER	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Hank ] Hank used command ::perksall | Player rights = OWNER	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Hank ] Hank used command ::slayon | Player rights = OWNER	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:09PM]  [ Hank ] Hank used command ::dron | Player rights = OWNER	
[10/8/25 01:10PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:10PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM]  [ Delicious ] Delicious used command ::collectionlog | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:11PM]  [ Delicious ] Delicious used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:12PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:13PM]  [ Ghijf ] Ghijf used command ::help | Player rights = EMERALD_DONATOR	
[10/8/25 01:14PM]  [ Hank ] Hank used command ::unjail ghijf | Player rights = OWNER	
[10/8/25 01:15PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:15PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:16PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:16PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:16PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:18PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:19PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:20PM]  [ Delicious ] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/8/25 01:21PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:21PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:22PM]  [ Mystima ] Mystima used command ::home | Player rights = PLAYER	
[10/8/25 01:23PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:24PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:24PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:24PM]  [ Ghijf ] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 01:25PM]  [ Delicious ] Delicious used command ::dialy | Player rights = EMERALD_DONATOR	
[10/8/25 01:25PM]  [ Delicious ] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/8/25 01:26PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:27PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:27PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 01:28PM]  [ Ghijf ] Ghijf used command ::dr | Player rights = EMERALD_DONATOR	
[10/8/25 01:28PM]  [ Hank ] Hank used command ::giveitem 23370 100 history hawk | Player rights = OWNER	
[10/8/25 01:29PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:30PM]  [ History Hawk ] History Hawk used command ::bank | Player rights = ONYX_DONATOR	
[10/8/25 01:30PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:30PM]  [ Spoon ] Spoon used command ::home | Player rights = EMERALD_DONATOR	
[10/8/25 01:30PM]  [ Spoon ] Spoon used command ::home | Player rights = EMERALD_DONATOR	
[10/8/25 01:32PM]  [ Spoon ] Spoon used command ::sz | Player rights = EMERALD_DONATOR	
[10/8/25 01:32PM]  [ Spoon ] Spoon used command ::ez | Player rights = EMERALD_DONATOR	
[10/8/25 01:32PM]  [ Spoon ] Spoon used command ::ezone | Player rights = EMERALD_DONATOR	
[10/8/25 01:34PM]  [ History Hawk ] History Hawk used command ::onyx | Player rights = ONYX_DONATOR	
[10/8/25 01:34PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:35PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:35PM]  [ Hank ] Hank used command ::teleto histroy hawk | Player rights = OWNER	
[10/8/25 01:35PM]  [ Hank ] Hank used command ::teleto history hawk | Player rights = OWNER	
[10/8/25 01:35PM]  [ Delicious ] Delicious used command ::shops | Player rights = EMERALD_DONATOR	
[10/8/25 01:36PM]  [ Ghijf ] Ghijf used command ::seasonpass | Player rights = EMERALD_DONATOR	
[10/8/25 01:36PM]  [ Ghijf ] Ghijf used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 01:36PM]  [ Ghijf ] Ghijf used command ::seasonpass | Player rights = EMERALD_DONATOR	
[10/8/25 01:36PM]  [ Hank ] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 01:38PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:39PM]  [ Hank ] Hank used command ::find agro | Player rights = OWNER	
[10/8/25 01:40PM]  [ Hank ] Hank used command ::teleto ghijf | Player rights = OWNER	
[10/8/25 01:40PM]  [ Delicious ] Delicious used command ::daily | Player rights = EMERALD_DONATOR	
[10/8/25 01:41PM]  [ Spoon ] Spoon used command ::home | Player rights = EMERALD_DONATOR	
[10/8/25 01:42PM]  [ Hank ] Hank used command ::staffzone | Player rights = OWNER	
[10/8/25 01:43PM]  [ Hank ] Hank used command ::givehelper spoon | Player rights = OWNER	
[10/8/25 01:43PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:43PM]  [ Hank ] Hank used command ::players | Player rights = OWNER	
[10/8/25 01:43PM]  [ Spoon ] Spoon used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:43PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:43PM]  [ Hank ] Hank used command ::givehelp spoon | Player rights = OWNER	
[10/8/25 01:44PM]  [ Hank ] Hank used command ::yell spoon say somthing | Player rights = OWNER	
[10/8/25 01:44PM]  [ Spoon ] Spoon used command ::yell something | Player rights = HELPER	
[10/8/25 01:44PM]  [ Hank ] Hank used command ::broadcast 60 gzz spoon on being helper | Player rights = OWNER	
[10/8/25 01:44PM]  [ Spoon ] Spoon used command ::ozone | Player rights = HELPER	
[10/8/25 01:44PM]  [ Spoon ] Spoon used command ::ownerzone | Player rights = HELPER	
[10/8/25 01:45PM]  [ Spoon ] Spoon used command ::staffarea | Player rights = HELPER	
[10/8/25 01:45PM]  [ Spoon ] Spoon used command ::teleto Delicious | Player rights = HELPER	
[10/8/25 01:45PM]  [ Spoon ] Spoon used command ::teleto ghiff | Player rights = HELPER	
[10/8/25 01:46PM]  [ Spoon ] Spoon used command ::teleto ghijf | Player rights = HELPER	
[10/8/25 01:47PM]  [ Spoon ] Spoon used command ::dk | Player rights = HELPER	
[10/8/25 01:47PM]  [ History Hawk ] History Hawk used command ::dk | Player rights = ONYX_DONATOR	
[10/8/25 01:47PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:48PM]  [ Delicious ] Delicious used command ::dk | Player rights = EMERALD_DONATOR	
[10/8/25 01:48PM]  [ Ghijf ] Ghijf used command ::dk | Player rights = EMERALD_DONATOR	
[10/8/25 01:48PM]  [ Spoon ] Spoon used command ::checkback Ghijf | Player rights = HELPER	
[10/8/25 01:49PM]  [ Spoon ] Spoon used command ::checkinv ghijf | Player rights = HELPER	
[10/8/25 01:50PM]  [ Spoon ] Spoon used command ::naraku | Player rights = HELPER	
[10/8/25 01:50PM]  [ Delicious ] Delicious used command ::naraku | Player rights = EMERALD_DONATOR	
[10/8/25 01:52PM]  [ Hank ] Hank used command ::find chilling | Player rights = OWNER	
[10/8/25 01:52PM]  [ Spoon ] Spoon used command ::naraku | Player rights = HELPER	
[10/8/25 01:52PM]  [ Hank ] Hank used command ::giveall 12864 | Player rights = OWNER	
[10/8/25 01:52PM]  [ Hank ] Hank used command ::giveall 12864 1 | Player rights = OWNER	
[10/8/25 01:54PM]  [ History Hawk ] History Hawk used command ::onxy | Player rights = ONYX_DONATOR	
[10/8/25 01:54PM]  [ History Hawk ] History Hawk used command ::onxy | Player rights = ONYX_DONATOR	
[10/8/25 01:54PM]  [ History Hawk ] History Hawk used command ::oxy | Player rights = ONYX_DONATOR	
[10/8/25 01:54PM]  [ History Hawk ] History Hawk used command ::onyx | Player rights = ONYX_DONATOR	
[10/8/25 01:54PM]  [ Delicious ] Delicious used command ::naraku | Player rights = EMERALD_DONATOR	
[10/8/25 01:55PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:56PM]  [ Delicious ] Delicious used command ::afk | Player rights = EMERALD_DONATOR	
[10/8/25 01:56PM]  [ Spoon ] Spoon used command ::naraku | Player rights = HELPER	
[10/8/25 01:56PM]  [ Delicious ] Delicious used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::upgrade | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::zones | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::collectionlog | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 01:57PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:57PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::seasonpass | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::dissolveall | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::home | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::teleport | Player rights = HELPER	
[10/8/25 01:57PM]  [ Spoon ] Spoon used command ::upgrade | Player rights = HELPER	
[10/8/25 01:58PM]  [ Spoon ] Spoon used command ::pos | Player rights = HELPER	
[10/8/25 01:58PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:58PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:58PM]  [ Spoon ] Spoon used command ::dzone | Player rights = HELPER	
[10/8/25 01:58PM]  [ Spoon ] Spoon used command ::dz | Player rights = HELPER	
[10/8/25 01:58PM]  [ Spoon ] Spoon used command ::emerald | Player rights = HELPER	
[10/8/25 01:58PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 01:59PM]  [ Spoon ] Spoon used command ::onyx | Player rights = HELPER	
[10/8/25 01:59PM]  [ Ghijf ] Ghijf used command ::emerald | Player rights = EMERALD_DONATOR	
[10/8/25 01:59PM]  [ Spoon ] Spoon used command ::platinum | Player rights = HELPER	
[10/8/25 01:59PM]  [ Spoon ] Spoon used command ::ruby | Player rights = HELPER	
[10/8/25 01:59PM]  [ Spoon ] Spoon used command ::sapphire | Player rights = HELPER	
[10/8/25 01:59PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:00PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:00PM]  [ Spoon ] Spoon used command ::emerald | Player rights = HELPER	
[10/8/25 02:01PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:01PM]  [ Ghijf ] Ghijf used command ::upgrade | Player rights = EMERALD_DONATOR	
[10/8/25 02:02PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:02PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:04PM]  [ Ghijf ] Ghijf used command ::dr | Player rights = EMERALD_DONATOR	
[10/8/25 02:04PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:09PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:14PM]  [ Hank ] Hank used command ::update 60 | Player rights = OWNER	
[10/8/25 02:21PM]  [ Hank ] Hank used command ::yell instance say 60 but when you teleits 120 now | Player rights = OWNER	
[10/8/25 02:24PM]  [ Ghijf ] Ghijf used command ::szone | Player rights = EMERALD_DONATOR	
[10/8/25 02:24PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:26PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:27PM]  [ Spoon ] Spoon used command ::vote | Player rights = HELPER	
[10/8/25 02:28PM]  [ Spoon ] Spoon used command ::voted | Player rights = HELPER	
[10/8/25 02:29PM]  [ Ghijf ] Ghijf used command ::pp20d20d2102 | Player rights = EMERALD_DONATOR	
[10/8/25 02:29PM]  [ Spoon ] Spoon used command ::answer pp20d20d2l02 | Player rights = HELPER	
[10/8/25 02:30PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:30PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:31PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:31PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:34PM]  [ Ghijf ] Ghijf used command ::guides | Player rights = EMERALD_DONATOR	
[10/8/25 02:34PM]  [ Ghijf ] Ghijf used command ::guides | Player rights = EMERALD_DONATOR	
[10/8/25 02:36PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:36PM]  [ Hank ] Hank used command ::item 23254 | Player rights = OWNER	
[10/8/25 02:37PM]  [ Spoon ] Spoon used command ::bank | Player rights = HELPER	
[10/8/25 02:38PM]  [ Spoon ] Spoon used command ::emerld | Player rights = HELPER	
[10/8/25 02:38PM]  [ Spoon ] Spoon used command ::emerald | Player rights = HELPER	
[10/8/25 02:49PM]  [ Ghijf ] Ghijf used command ::answer vote | Player rights = EMERALD_DONATOR	
[10/8/25 02:52PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 02:52PM]  [ Hank ] Hank used command ::update 30 | Player rights = OWNER	
[10/8/25 02:52PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:52PM]  [ Ghijf ] Ghijf used command ::save | Player rights = EMERALD_DONATOR	
[10/8/25 02:53PM]  [ Ghijf ] Ghijf used command ::saveme | Player rights = EMERALD_DONATOR	
[10/8/25 02:53PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:54PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:55PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:57PM]  [ Hank ] Hank used command ::bank | Player rights = OWNER	
[10/8/25 02:57PM]  [ Hank ] Hank used command ::find legendary | Player rights = OWNER	
[10/8/25 02:58PM]  [ Hank ] Hank used command ::item 1499 50 | Player rights = OWNER	
[10/8/25 02:58PM]  [ Hank ] Hank used command ::dissolveall | Player rights = OWNER	
[10/8/25 03:03PM]  [ Ghijf ] Ghijf used command ::answer varrock | Player rights = EMERALD_DONATOR	
[10/8/25 03:24PM]  [ Ghijf ] Ghijf used command ::answer ximf2mc292m92 | Player rights = EMERALD_DONATOR	
[10/8/25 03:25PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:25PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:25PM]  [ Ghijf ] Ghijf used command ::home | Player rights = EMERALD_DONATOR	
[10/8/25 03:26PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:26PM]  [ Ghijf ] Ghijf used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 03:26PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:27PM]  [ Ghijf ] Ghijf used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 03:27PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:27PM]  [ Ghijf ] Ghijf used command ::dissolveall | Player rights = EMERALD_DONATOR	
[10/8/25 03:27PM]  [ Ghijf ] Ghijf used command ::upgrade | Player rights = EMERALD_DONATOR	
[10/8/25 03:27PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:33PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:33PM]  [ Ghijf ] Ghijf used command ::afk | Player rights = EMERALD_DONATOR	
[10/8/25 03:34PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 03:34PM]  [ Ghijf ] Ghijf used command ::bank | Player rights = EMERALD_DONATOR	
[10/8/25 04:07PM]  [ Spoon ] Spoon used command ::answer levincia tokens | Player rights = HELPER	
[10/8/25 04:40PM]  [ Spoon ] Spoon used command ::answer heavy chainsaw | Player rights = HELPER	
[10/8/25 04:48PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/8/25 04:48PM]  [ Grand ] Grand used command ::bank | Player rights = ONYX_DONATOR	
[10/8/25 04:49PM]  [ Grand ] Grand used command ::iron | Player rights = ONYX_DONATOR	
[10/8/25 04:49PM]  [ Grand ] Grand used command ::onyc | Player rights = ONYX_DONATOR	
[10/8/25 04:49PM]  [ Grand ] Grand used command ::onyx | Player rights = ONYX_DONATOR	
[10/8/25 04:49PM]  [ Grand ] Grand used command ::dk | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 100 | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 100$ | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 50 | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 50$ | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 25 | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 25$ | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 20 | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 20$ | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 10 | Player rights = ONYX_DONATOR	
[10/8/25 05:01PM]  [ Grand ] Grand used command ::answer 10$ | Player rights = ONYX_DONATOR	
[10/8/25 05:02PM]  [ Grand ] Grand used command ::naraku | Player rights = ONYX_DONATOR	
